run,model,sb,state,day,period,acc
2,ecnn3,4,test,4,AM,0.366943359375
2,ecnn3,4,test,4,PM,0.39501953125
2,ecnn3,4,test,5,AM,0.3818359375
2,ecnn3,4,test,5,PM,0.40380859375
2,ecnn3,5,val,1,AM,0.9033203125
2,ecnn3,5,val,1,PM,0.82666015625
2,ecnn3,5,val,2,AM,0.8779296875
2,ecnn3,5,val,2,PM,0.88916015625
2,ecnn3,5,test,3,AM,0.6318359375
2,ecnn3,5,test,3,PM,0.7294921875
2,ecnn3,5,test,4,AM,0.51806640625
2,ecnn3,5,test,4,PM,0.65234375
2,ecnn3,5,test,5,AM,0.63623046875
2,ecnn3,5,test,5,PM,0.61865234375
2,ecnn3,6,val,1,AM,0.83642578125
2,ecnn3,6,val,1,PM,0.80078125
2,ecnn3,6,val,2,AM,0.791015625
2,ecnn3,6,val,2,PM,0.8134765625
2,ecnn3,6,test,3,AM,0.450927734375
2,ecnn3,6,test,3,PM,0.62109375
2,ecnn3,6,test,4,AM,0.61767578125
2,ecnn3,6,test,4,PM,0.51220703125
2,ecnn3,6,test,5,AM,0.2303466796875
2,ecnn3,6,test,5,PM,0.40380859375
2,ecnn3,7,val,1,AM,0.689453125
2,ecnn3,7,val,1,PM,0.75146484375
2,ecnn3,7,val,2,AM,0.6943359375
2,ecnn3,7,val,2,PM,0.77294921875
2,ecnn3,7,test,3,AM,0.56884765625
2,ecnn3,7,test,3,PM,0.59326171875
2,ecnn3,7,test,4,AM,0.41796875
2,ecnn3,7,test,4,PM,0.496826171875
2,ecnn3,7,test,5,AM,0.469482421875
2,ecnn3,7,test,5,PM,0.472900390625
2,ecnn3,8,val,1,AM,0.7802734375
2,ecnn3,8,val,1,PM,0.75390625
2,ecnn3,8,val,2,AM,0.71923828125
2,ecnn3,8,val,2,PM,0.82958984375
2,ecnn3,8,test,3,AM,0.2142333984375
2,ecnn3,8,test,3,PM,0.344970703125
2,ecnn3,8,test,4,AM,0.47509765625
2,ecnn3,8,test,4,PM,0.487548828125
2,ecnn3,8,test,5,AM,0.451904296875
2,ecnn3,8,test,5,PM,0.4013671875
2,ecnn3,10,val,1,AM,0.82763671875
2,ecnn3,10,val,1,PM,0.88037109375
2,ecnn3,10,val,2,AM,0.76611328125
2,ecnn3,10,val,2,PM,0.654296875
2,ecnn3,10,test,3,AM,0.454345703125
2,ecnn3,10,test,3,PM,0.416748046875
2,ecnn3,10,test,4,AM,0.43359375
2,ecnn3,10,test,4,PM,0.62744140625
2,ecnn3,10,test,5,AM,0.47998046875
2,ecnn3,10,test,5,PM,0.330078125
3,ecnn0,1,val,1,AM,0.74560546875
3,ecnn0,1,val,1,PM,0.76220703125
3,ecnn0,1,val,2,AM,0.791015625
3,ecnn0,1,val,2,PM,0.77392578125
3,ecnn0,1,test,3,AM,0.6796875
3,ecnn0,1,test,3,PM,0.509765625
3,ecnn0,1,test,4,AM,0.7373046875
3,ecnn0,1,test,4,PM,0.72265625
3,ecnn0,1,test,5,AM,0.6865234375
3,ecnn0,1,test,5,PM,0.6630859375
3,ecnn0,3,val,1,AM,0.73388671875
3,ecnn0,3,val,1,PM,0.7490234375
3,ecnn0,3,val,2,AM,0.7939453125
3,ecnn0,3,val,2,PM,0.8408203125
3,ecnn0,3,test,3,AM,0.65185546875
3,ecnn0,3,test,3,PM,0.59765625
3,ecnn0,3,test,4,AM,0.334716796875
3,ecnn0,3,test,4,PM,0.6142578125
3,ecnn0,3,test,5,AM,0.50439453125
3,ecnn0,3,test,5,PM,0.446533203125
3,ecnn0,4,val,1,AM,0.65283203125
3,ecnn0,4,val,1,PM,0.73486328125
3,ecnn0,4,val,2,AM,0.7314453125
3,ecnn0,4,val,2,PM,0.8076171875
3,ecnn0,4,test,3,AM,0.4287109375
3,ecnn0,4,test,3,PM,0.37548828125
3,ecnn0,4,test,4,AM,0.392333984375
3,ecnn0,4,test,4,PM,0.40673828125
3,ecnn0,4,test,5,AM,0.389892578125
3,ecnn0,4,test,5,PM,0.419921875
3,ecnn0,5,val,1,AM,0.93603515625
3,ecnn0,5,val,1,PM,0.85546875
3,ecnn0,5,val,2,AM,0.87939453125
3,ecnn0,5,val,2,PM,0.916015625
3,ecnn0,5,test,3,AM,0.61962890625
3,ecnn0,5,test,3,PM,0.70263671875
3,ecnn0,5,test,4,AM,0.54345703125
3,ecnn0,5,test,4,PM,0.6298828125
3,ecnn0,5,test,5,AM,0.60595703125
3,ecnn0,5,test,5,PM,0.60498046875
3,ecnn0,6,val,1,AM,0.861328125
3,ecnn0,6,val,1,PM,0.81201171875
3,ecnn0,6,val,2,AM,0.8525390625
3,ecnn0,6,val,2,PM,0.8466796875
3,ecnn0,6,test,3,AM,0.47119140625
3,ecnn0,6,test,3,PM,0.630859375
3,ecnn0,6,test,4,AM,0.5859375
3,ecnn0,6,test,4,PM,0.5380859375
3,ecnn0,6,test,5,AM,0.268798828125
3,ecnn0,6,test,5,PM,0.4443359375
3,ecnn0,7,val,1,AM,0.62890625
3,ecnn0,7,val,1,PM,0.7294921875
3,ecnn0,7,val,2,AM,0.63232421875
3,ecnn0,7,val,2,PM,0.71484375
3,ecnn0,7,test,3,AM,0.57177734375
3,ecnn0,7,test,3,PM,0.55517578125
3,ecnn0,7,test,4,AM,0.420654296875
3,ecnn0,7,test,4,PM,0.499755859375
3,ecnn0,7,test,5,AM,0.470947265625
3,ecnn0,7,test,5,PM,0.466552734375
3,ecnn0,8,val,1,AM,0.77392578125
3,ecnn0,8,val,1,PM,0.72509765625
3,ecnn0,8,val,2,AM,0.72802734375
3,ecnn0,8,val,2,PM,0.81396484375
3,ecnn0,8,test,3,AM,0.2347412109375
3,ecnn0,8,test,3,PM,0.34619140625
3,ecnn0,8,test,4,AM,0.447509765625
3,ecnn0,8,test,4,PM,0.45068359375
3,ecnn0,8,test,5,AM,0.49462890625
3,ecnn0,8,test,5,PM,0.437255859375
3,ecnn0,10,val,1,AM,0.81298828125
3,ecnn0,10,val,1,PM,0.88330078125
3,ecnn0,10,val,2,AM,0.7734375
3,ecnn0,10,val,2,PM,0.6728515625
3,ecnn0,10,test,3,AM,0.43603515625
3,ecnn0,10,test,3,PM,0.4072265625
3,ecnn0,10,test,4,AM,0.427001953125
3,ecnn0,10,test,4,PM,0.64208984375
3,ecnn0,10,test,5,AM,0.48095703125
3,ecnn0,10,test,5,PM,0.322998046875
3,ecnn1,1,val,1,AM,0.72607421875
3,ecnn1,1,val,1,PM,0.72998046875
3,ecnn1,1,val,2,AM,0.779296875
3,ecnn1,1,val,2,PM,0.76904296875
3,ecnn1,1,test,3,AM,0.671875
3,ecnn1,1,test,3,PM,0.419921875
3,ecnn1,1,test,4,AM,0.72265625
3,ecnn1,1,test,4,PM,0.70068359375
3,ecnn1,1,test,5,AM,0.646484375
3,ecnn1,1,test,5,PM,0.650390625
3,ecnn1,3,val,1,AM,0.6884765625
3,ecnn1,3,val,1,PM,0.791015625
3,ecnn1,3,val,2,AM,0.82958984375
3,ecnn1,3,val,2,PM,0.8466796875
3,ecnn1,3,test,3,AM,0.69921875
3,ecnn1,3,test,3,PM,0.47900390625
3,ecnn1,3,test,4,AM,0.458740234375
3,ecnn1,3,test,4,PM,0.55517578125
3,ecnn1,3,test,5,AM,0.5595703125
3,ecnn1,3,test,5,PM,0.401123046875
3,ecnn1,4,val,1,AM,0.64453125
3,ecnn1,4,val,1,PM,0.74560546875
3,ecnn1,4,val,2,AM,0.75732421875
3,ecnn1,4,val,2,PM,0.81103515625
3,ecnn1,4,test,3,AM,0.420654296875
3,ecnn1,4,test,3,PM,0.378173828125
3,ecnn1,4,test,4,AM,0.3857421875
3,ecnn1,4,test,4,PM,0.4150390625
3,ecnn1,4,test,5,AM,0.3994140625
3,ecnn1,4,test,5,PM,0.41455078125
3,ecnn1,5,val,1,AM,0.91259765625
3,ecnn1,5,val,1,PM,0.84228515625
3,ecnn1,5,val,2,AM,0.89013671875
3,ecnn1,5,val,2,PM,0.912109375
3,ecnn1,5,test,3,AM,0.63427734375
3,ecnn1,5,test,3,PM,0.73095703125
3,ecnn1,5,test,4,AM,0.5244140625
3,ecnn1,5,test,4,PM,0.6494140625
3,ecnn1,5,test,5,AM,0.6416015625
3,ecnn1,5,test,5,PM,0.6455078125
3,ecnn1,6,val,1,AM,0.8291015625
3,ecnn1,6,val,1,PM,0.7607421875
3,ecnn1,6,val,2,AM,0.78515625
3,ecnn1,6,val,2,PM,0.79345703125
3,ecnn1,6,test,3,AM,0.453125
3,ecnn1,6,test,3,PM,0.625
3,ecnn1,6,test,4,AM,0.61962890625
3,ecnn1,6,test,4,PM,0.483642578125
3,ecnn1,6,test,5,AM,0.23486328125
3,ecnn1,6,test,5,PM,0.3876953125
3,ecnn1,7,val,1,AM,0.66259765625
3,ecnn1,7,val,1,PM,0.7275390625
3,ecnn1,7,val,2,AM,0.68994140625
3,ecnn1,7,val,2,PM,0.7412109375
3,ecnn1,7,test,3,AM,0.56640625
3,ecnn1,7,test,3,PM,0.5751953125
3,ecnn1,7,test,4,AM,0.408203125
3,ecnn1,7,test,4,PM,0.50390625
3,ecnn1,7,test,5,AM,0.478515625
3,ecnn1,7,test,5,PM,0.47216796875
3,ecnn1,8,val,1,AM,0.75390625
3,ecnn1,8,val,1,PM,0.71875
3,ecnn1,8,val,2,AM,0.7138671875
3,ecnn1,8,val,2,PM,0.79931640625
3,ecnn1,8,test,3,AM,0.293212890625
3,ecnn1,8,test,3,PM,0.35498046875
3,ecnn1,8,test,4,AM,0.496826171875
3,ecnn1,8,test,4,PM,0.425537109375
3,ecnn1,8,test,5,AM,0.5400390625
3,ecnn1,8,test,5,PM,0.466796875
3,ecnn1,10,val,1,AM,0.76611328125
3,ecnn1,10,val,1,PM,0.8896484375
3,ecnn1,10,val,2,AM,0.7431640625
3,ecnn1,10,val,2,PM,0.65234375
3,ecnn1,10,test,3,AM,0.44482421875
3,ecnn1,10,test,3,PM,0.397216796875
3,ecnn1,10,test,4,AM,0.432861328125
3,ecnn1,10,test,4,PM,0.62841796875
3,ecnn1,10,test,5,AM,0.460693359375
3,ecnn1,10,test,5,PM,0.326904296875
3,ecnn2,1,val,1,AM,0.59765625
3,ecnn2,1,val,1,PM,0.5908203125
3,ecnn2,1,val,2,AM,0.6279296875
3,ecnn2,1,val,2,PM,0.677734375
3,ecnn2,1,test,3,AM,0.57666015625
3,ecnn2,1,test,3,PM,0.398681640625
3,ecnn2,1,test,4,AM,0.61474609375
3,ecnn2,1,test,4,PM,0.61328125
3,ecnn2,1,test,5,AM,0.544921875
3,ecnn2,1,test,5,PM,0.56591796875
3,ecnn2,3,val,1,AM,0.5556640625
3,ecnn2,3,val,1,PM,0.66650390625
3,ecnn2,3,val,2,AM,0.7109375
3,ecnn2,3,val,2,PM,0.6982421875
3,ecnn2,3,test,3,AM,0.642578125
3,ecnn2,3,test,3,PM,0.5283203125
3,ecnn2,3,test,4,AM,0.396728515625
3,ecnn2,3,test,4,PM,0.5439453125
3,ecnn2,3,test,5,AM,0.49951171875
3,ecnn2,3,test,5,PM,0.415283203125
3,ecnn2,4,val,1,AM,0.59375
3,ecnn2,4,val,1,PM,0.60498046875
3,ecnn2,4,val,2,AM,0.7109375
3,ecnn2,4,val,2,PM,0.65380859375
3,ecnn2,4,test,3,AM,0.406982421875
3,ecnn2,4,test,3,PM,0.383544921875
3,ecnn2,4,test,4,AM,0.3681640625
3,ecnn2,4,test,4,PM,0.391845703125
3,ecnn2,4,test,5,AM,0.385009765625
3,ecnn2,4,test,5,PM,0.39404296875
3,ecnn2,5,val,1,AM,0.84130859375
3,ecnn2,5,val,1,PM,0.73974609375
3,ecnn2,5,val,2,AM,0.765625
3,ecnn2,5,val,2,PM,0.7900390625
3,ecnn2,5,test,3,AM,0.56494140625
3,ecnn2,5,test,3,PM,0.67041015625
3,ecnn2,5,test,4,AM,0.53466796875
3,ecnn2,5,test,4,PM,0.583984375
3,ecnn2,5,test,5,AM,0.55224609375
3,ecnn2,5,test,5,PM,0.55029296875
3,ecnn2,6,val,1,AM,0.67041015625
3,ecnn2,6,val,1,PM,0.67578125
3,ecnn2,6,val,2,AM,0.65234375
3,ecnn2,6,val,2,PM,0.71728515625
3,ecnn2,6,test,3,AM,0.40625
3,ecnn2,6,test,3,PM,0.55859375
3,ecnn2,6,test,4,AM,0.5205078125
3,ecnn2,6,test,4,PM,0.43505859375
3,ecnn2,6,test,5,AM,0.1964111328125
3,ecnn2,6,test,5,PM,0.369384765625
3,ecnn2,7,val,1,AM,0.425537109375
3,ecnn2,7,val,1,PM,0.52001953125
3,ecnn2,7,val,2,AM,0.416748046875
3,ecnn2,7,val,2,PM,0.51220703125
3,ecnn2,7,test,3,AM,0.382568359375
3,ecnn2,7,test,3,PM,0.437744140625
3,ecnn2,7,test,4,AM,0.3583984375
3,ecnn2,7,test,4,PM,0.354736328125
3,ecnn2,7,test,5,AM,0.372802734375
3,ecnn2,7,test,5,PM,0.40185546875
3,ecnn2,8,val,1,AM,0.6669921875
3,ecnn2,8,val,1,PM,0.66552734375
3,ecnn2,8,val,2,AM,0.5556640625
3,ecnn2,8,val,2,PM,0.681640625
3,ecnn2,8,test,3,AM,0.3759765625
3,ecnn2,8,test,3,PM,0.30419921875
3,ecnn2,8,test,4,AM,0.474853515625
3,ecnn2,8,test,4,PM,0.396240234375
3,ecnn2,8,test,5,AM,0.447021484375
3,ecnn2,8,test,5,PM,0.472412109375
3,ecnn2,10,val,1,AM,0.64208984375
3,ecnn2,10,val,1,PM,0.7763671875
3,ecnn2,10,val,2,AM,0.58447265625
3,ecnn2,10,val,2,PM,0.54833984375
3,ecnn2,10,test,3,AM,0.4375
3,ecnn2,10,test,3,PM,0.368896484375
3,ecnn2,10,test,4,AM,0.41650390625
3,ecnn2,10,test,4,PM,0.5537109375
3,ecnn2,10,test,5,AM,0.47607421875
3,ecnn2,10,test,5,PM,0.340576171875
3,ecnn3,1,val,1,AM,0.68701171875
3,ecnn3,1,val,1,PM,0.69921875
3,ecnn3,1,val,2,AM,0.72509765625
3,ecnn3,1,val,2,PM,0.72998046875
3,ecnn3,1,test,3,AM,0.66064453125
3,ecnn3,1,test,3,PM,0.491455078125
3,ecnn3,1,test,4,AM,0.68505859375
3,ecnn3,1,test,4,PM,0.66162109375
3,ecnn3,1,test,5,AM,0.619140625
3,ecnn3,1,test,5,PM,0.625
3,ecnn3,3,val,1,AM,0.67626953125
3,ecnn3,3,val,1,PM,0.77734375
3,ecnn3,3,val,2,AM,0.79638671875
3,ecnn3,3,val,2,PM,0.8125
3,ecnn3,3,test,3,AM,0.6748046875
3,ecnn3,3,test,3,PM,0.529296875
3,ecnn3,3,test,4,AM,0.378662109375
3,ecnn3,3,test,4,PM,0.5654296875
3,ecnn3,3,test,5,AM,0.52880859375
3,ecnn3,3,test,5,PM,0.42041015625
3,ecnn3,4,val,1,AM,0.6689453125
3,ecnn3,4,val,1,PM,0.70849609375
3,ecnn3,4,val,2,AM,0.7744140625
3,ecnn3,4,val,2,PM,0.82568359375
3,ecnn3,4,test,3,AM,0.436279296875
3,ecnn3,4,test,3,PM,0.388427734375
3,ecnn3,4,test,4,AM,0.388427734375
3,ecnn3,4,test,4,PM,0.409912109375
3,ecnn3,4,test,5,AM,0.408447265625
3,ecnn3,4,test,5,PM,0.43115234375
3,ecnn3,5,val,1,AM,0.9091796875
3,ecnn3,5,val,1,PM,0.81494140625
3,ecnn3,5,val,2,AM,0.8759765625
3,ecnn3,5,val,2,PM,0.88037109375
3,ecnn3,5,test,3,AM,0.6259765625
3,ecnn3,5,test,3,PM,0.72607421875
3,ecnn3,5,test,4,AM,0.5185546875
3,ecnn3,5,test,4,PM,0.650390625
3,ecnn3,5,test,5,AM,0.6240234375
3,ecnn3,5,test,5,PM,0.64453125
3,ecnn3,6,val,1,AM,0.82470703125
3,ecnn3,6,val,1,PM,0.79248046875
3,ecnn3,6,val,2,AM,0.7998046875
3,ecnn3,6,val,2,PM,0.77001953125
3,ecnn3,6,test,3,AM,0.437255859375
3,ecnn3,6,test,3,PM,0.6015625
3,ecnn3,6,test,4,AM,0.5927734375
3,ecnn3,6,test,4,PM,0.48828125
3,ecnn3,6,test,5,AM,0.207275390625
3,ecnn3,6,test,5,PM,0.37890625
3,ecnn3,7,val,1,AM,0.65087890625
3,ecnn3,7,val,1,PM,0.71044921875
3,ecnn3,7,val,2,AM,0.66064453125
3,ecnn3,7,val,2,PM,0.7294921875
3,ecnn3,7,test,3,AM,0.56005859375
3,ecnn3,7,test,3,PM,0.5927734375
3,ecnn3,7,test,4,AM,0.40576171875
3,ecnn3,7,test,4,PM,0.49462890625
3,ecnn3,7,test,5,AM,0.460205078125
3,ecnn3,7,test,5,PM,0.472900390625
3,ecnn3,8,val,1,AM,0.78369140625
3,ecnn3,8,val,1,PM,0.75048828125
3,ecnn3,8,val,2,AM,0.71142578125
3,ecnn3,8,val,2,PM,0.82080078125
3,ecnn3,8,test,3,AM,0.269287109375
3,ecnn3,8,test,3,PM,0.353759765625
3,ecnn3,8,test,4,AM,0.473388671875
3,ecnn3,8,test,4,PM,0.457763671875
3,ecnn3,8,test,5,AM,0.482177734375
3,ecnn3,8,test,5,PM,0.4453125
3,ecnn3,10,val,1,AM,0.7529296875
3,ecnn3,10,val,1,PM,0.82080078125
3,ecnn3,10,val,2,AM,0.69140625
3,ecnn3,10,val,2,PM,0.58447265625
3,ecnn3,10,test,3,AM,0.446044921875
3,ecnn3,10,test,3,PM,0.39892578125
3,ecnn3,10,test,4,AM,0.4208984375
3,ecnn3,10,test,4,PM,0.630859375
3,ecnn3,10,test,5,AM,0.47900390625
3,ecnn3,10,test,5,PM,0.364501953125
4,ecnn0,1,val,1,AM,0.7197265625
4,ecnn0,1,val,1,PM,0.74462890625
4,ecnn0,1,val,2,AM,0.77197265625
4,ecnn0,1,val,2,PM,0.76611328125
4,ecnn0,1,test,3,AM,0.68212890625
4,ecnn0,1,test,3,PM,0.497314453125
4,ecnn0,1,test,4,AM,0.71923828125
4,ecnn0,1,test,4,PM,0.72265625
4,ecnn0,1,test,5,AM,0.654296875
4,ecnn0,1,test,5,PM,0.6552734375
4,ecnn0,3,val,1,AM,0.78369140625
4,ecnn0,3,val,1,PM,0.81640625
4,ecnn0,3,val,2,AM,0.85009765625
4,ecnn0,3,val,2,PM,0.83984375
4,ecnn0,3,test,3,AM,0.7099609375
4,ecnn0,3,test,3,PM,0.61474609375
4,ecnn0,3,test,4,AM,0.328369140625
4,ecnn0,3,test,4,PM,0.60595703125
4,ecnn0,3,test,5,AM,0.580078125
4,ecnn0,3,test,5,PM,0.427734375
4,ecnn0,4,val,1,AM,0.65234375
4,ecnn0,4,val,1,PM,0.74609375
4,ecnn0,4,val,2,AM,0.75
4,ecnn0,4,val,2,PM,0.8193359375
4,ecnn0,4,test,3,AM,0.417236328125
4,ecnn0,4,test,3,PM,0.3779296875
4,ecnn0,4,test,4,AM,0.374755859375
4,ecnn0,4,test,4,PM,0.39404296875
4,ecnn0,4,test,5,AM,0.3759765625
4,ecnn0,4,test,5,PM,0.410400390625
4,ecnn0,5,val,1,AM,0.93701171875
4,ecnn0,5,val,1,PM,0.86328125
4,ecnn0,5,val,2,AM,0.90673828125
4,ecnn0,5,val,2,PM,0.923828125
4,ecnn0,5,test,3,AM,0.60546875
4,ecnn0,5,test,3,PM,0.70703125
4,ecnn0,5,test,4,AM,0.455078125
4,ecnn0,5,test,4,PM,0.6435546875
4,ecnn0,5,test,5,AM,0.638671875
4,ecnn0,5,test,5,PM,0.625
4,ecnn0,6,val,1,AM,0.85888671875
4,ecnn0,6,val,1,PM,0.81640625
4,ecnn0,6,val,2,AM,0.8359375
4,ecnn0,6,val,2,PM,0.84375
4,ecnn0,6,test,3,AM,0.483642578125
4,ecnn0,6,test,3,PM,0.6279296875
4,ecnn0,6,test,4,AM,0.58154296875
4,ecnn0,6,test,4,PM,0.548828125
4,ecnn0,6,test,5,AM,0.26025390625
4,ecnn0,6,test,5,PM,0.449951171875
4,ecnn0,7,val,1,AM,0.677734375
4,ecnn0,7,val,1,PM,0.75048828125
4,ecnn0,7,val,2,AM,0.69970703125
4,ecnn0,7,val,2,PM,0.76123046875
4,ecnn0,7,test,3,AM,0.58447265625
4,ecnn0,7,test,3,PM,0.583984375
4,ecnn0,7,test,4,AM,0.42333984375
4,ecnn0,7,test,4,PM,0.490478515625
4,ecnn0,7,test,5,AM,0.470458984375
4,ecnn0,7,test,5,PM,0.4775390625
4,ecnn0,8,val,1,AM,0.80517578125
4,ecnn0,8,val,1,PM,0.7607421875
4,ecnn0,8,val,2,AM,0.7578125
4,ecnn0,8,val,2,PM,0.85400390625
4,ecnn0,8,test,3,AM,0.2225341796875
4,ecnn0,8,test,3,PM,0.34716796875
4,ecnn0,8,test,4,AM,0.4609375
4,ecnn0,8,test,4,PM,0.446533203125
4,ecnn0,8,test,5,AM,0.467529296875
4,ecnn0,8,test,5,PM,0.423828125
4,ecnn0,10,val,1,AM,0.81201171875
4,ecnn0,10,val,1,PM,0.869140625
4,ecnn0,10,val,2,AM,0.755859375
4,ecnn0,10,val,2,PM,0.728515625
4,ecnn0,10,test,3,AM,0.47802734375
4,ecnn0,10,test,3,PM,0.402099609375
4,ecnn0,10,test,4,AM,0.473388671875
4,ecnn0,10,test,4,PM,0.6396484375
4,ecnn0,10,test,5,AM,0.473388671875
4,ecnn0,10,test,5,PM,0.348876953125
4,ecnn1,1,val,1,AM,0.70751953125
4,ecnn1,1,val,1,PM,0.73193359375
4,ecnn1,1,val,2,AM,0.748046875
4,ecnn1,1,val,2,PM,0.75634765625
4,ecnn1,1,test,3,AM,0.63671875
4,ecnn1,1,test,3,PM,0.435302734375
4,ecnn1,1,test,4,AM,0.72607421875
4,ecnn1,1,test,4,PM,0.69921875
4,ecnn1,1,test,5,AM,0.6435546875
4,ecnn1,1,test,5,PM,0.64892578125
4,ecnn1,3,val,1,AM,0.703125
4,ecnn1,3,val,1,PM,0.77783203125
4,ecnn1,3,val,2,AM,0.8154296875
4,ecnn1,3,val,2,PM,0.8330078125
4,ecnn1,3,test,3,AM,0.68896484375
4,ecnn1,3,test,3,PM,0.61181640625
4,ecnn1,3,test,4,AM,0.426025390625
4,ecnn1,3,test,4,PM,0.5419921875
4,ecnn1,3,test,5,AM,0.56884765625
4,ecnn1,3,test,5,PM,0.413818359375
4,ecnn1,4,val,1,AM,0.6328125
4,ecnn1,4,val,1,PM,0.71240234375
4,ecnn1,4,val,2,AM,0.703125
4,ecnn1,4,val,2,PM,0.802734375
4,ecnn1,4,test,3,AM,0.4677734375
4,ecnn1,4,test,3,PM,0.435791015625
4,ecnn1,4,test,4,AM,0.46435546875
4,ecnn1,4,test,4,PM,0.51611328125
4,ecnn1,4,test,5,AM,0.484130859375
4,ecnn1,4,test,5,PM,0.43212890625
4,ecnn1,5,val,1,AM,0.908203125
4,ecnn1,5,val,1,PM,0.8203125
4,ecnn1,5,val,2,AM,0.8681640625
4,ecnn1,5,val,2,PM,0.8896484375
4,ecnn1,5,test,3,AM,0.62451171875
4,ecnn1,5,test,3,PM,0.70166015625
4,ecnn1,5,test,4,AM,0.5322265625
4,ecnn1,5,test,4,PM,0.65185546875
4,ecnn1,5,test,5,AM,0.62744140625
4,ecnn1,5,test,5,PM,0.6533203125
4,ecnn1,6,val,1,AM,0.845703125
4,ecnn1,6,val,1,PM,0.818359375
4,ecnn1,6,val,2,AM,0.85009765625
4,ecnn1,6,val,2,PM,0.845703125
4,ecnn1,6,test,3,AM,0.484375
4,ecnn1,6,test,3,PM,0.62890625
4,ecnn1,6,test,4,AM,0.6123046875
4,ecnn1,6,test,4,PM,0.51513671875
4,ecnn1,6,test,5,AM,0.251220703125
4,ecnn1,6,test,5,PM,0.463623046875
4,ecnn1,7,val,1,AM,0.66259765625
4,ecnn1,7,val,1,PM,0.724609375
4,ecnn1,7,val,2,AM,0.6650390625
4,ecnn1,7,val,2,PM,0.7392578125
4,ecnn1,7,test,3,AM,0.56591796875
4,ecnn1,7,test,3,PM,0.57470703125
4,ecnn1,7,test,4,AM,0.419921875
4,ecnn1,7,test,4,PM,0.5009765625
4,ecnn1,7,test,5,AM,0.47265625
4,ecnn1,7,test,5,PM,0.467041015625
4,ecnn1,8,val,1,AM,0.80615234375
4,ecnn1,8,val,1,PM,0.728515625
4,ecnn1,8,val,2,AM,0.7197265625
4,ecnn1,8,val,2,PM,0.82958984375
4,ecnn1,8,test,3,AM,0.257080078125
4,ecnn1,8,test,3,PM,0.3603515625
4,ecnn1,8,test,4,AM,0.46435546875
4,ecnn1,8,test,4,PM,0.4541015625
4,ecnn1,8,test,5,AM,0.55517578125
4,ecnn1,8,test,5,PM,0.4462890625
4,ecnn1,10,val,1,AM,0.775390625
4,ecnn1,10,val,1,PM,0.89306640625
4,ecnn1,10,val,2,AM,0.72900390625
4,ecnn1,10,val,2,PM,0.69384765625
4,ecnn1,10,test,3,AM,0.432861328125
4,ecnn1,10,test,3,PM,0.392822265625
4,ecnn1,10,test,4,AM,0.38623046875
4,ecnn1,10,test,4,PM,0.62451171875
4,ecnn1,10,test,5,AM,0.4697265625
4,ecnn1,10,test,5,PM,0.314697265625
4,ecnn2,1,val,1,AM,0.59228515625
4,ecnn2,1,val,1,PM,0.59130859375
4,ecnn2,1,val,2,AM,0.619140625
4,ecnn2,1,val,2,PM,0.68017578125
4,ecnn2,1,test,3,AM,0.576171875
4,ecnn2,1,test,3,PM,0.41552734375
4,ecnn2,1,test,4,AM,0.625
4,ecnn2,1,test,4,PM,0.626953125
4,ecnn2,1,test,5,AM,0.58349609375
4,ecnn2,1,test,5,PM,0.57275390625
4,ecnn2,3,val,1,AM,0.5595703125
4,ecnn2,3,val,1,PM,0.697265625
4,ecnn2,3,val,2,AM,0.71240234375
4,ecnn2,3,val,2,PM,0.5556640625
4,ecnn2,3,test,3,AM,0.6005859375
4,ecnn2,3,test,3,PM,0.467529296875
4,ecnn2,3,test,4,AM,0.47900390625
4,ecnn2,3,test,4,PM,0.3955078125
4,ecnn2,3,test,5,AM,0.39990234375
4,ecnn2,3,test,5,PM,0.25830078125
4,ecnn2,4,val,1,AM,0.55810546875
4,ecnn2,4,val,1,PM,0.5712890625
4,ecnn2,4,val,2,AM,0.72119140625
4,ecnn2,4,val,2,PM,0.6767578125
4,ecnn2,4,test,3,AM,0.46923828125
4,ecnn2,4,test,3,PM,0.468505859375
4,ecnn2,4,test,4,AM,0.498046875
4,ecnn2,4,test,4,PM,0.54345703125
4,ecnn2,4,test,5,AM,0.52099609375
4,ecnn2,4,test,5,PM,0.413330078125
4,ecnn2,5,val,1,AM,0.8330078125
4,ecnn2,5,val,1,PM,0.72998046875
4,ecnn2,5,val,2,AM,0.76708984375
4,ecnn2,5,val,2,PM,0.78515625
4,ecnn2,5,test,3,AM,0.54736328125
4,ecnn2,5,test,3,PM,0.642578125
4,ecnn2,5,test,4,AM,0.57421875
4,ecnn2,5,test,4,PM,0.57568359375
4,ecnn2,5,test,5,AM,0.54052734375
4,ecnn2,5,test,5,PM,0.54736328125
4,ecnn2,6,val,1,AM,0.73876953125
4,ecnn2,6,val,1,PM,0.6962890625
4,ecnn2,6,val,2,AM,0.6923828125
4,ecnn2,6,val,2,PM,0.73779296875
4,ecnn2,6,test,3,AM,0.45068359375
4,ecnn2,6,test,3,PM,0.5888671875
4,ecnn2,6,test,4,AM,0.5810546875
4,ecnn2,6,test,4,PM,0.469482421875
4,ecnn2,6,test,5,AM,0.187255859375
4,ecnn2,6,test,5,PM,0.399169921875
4,ecnn2,7,val,1,AM,0.383544921875
4,ecnn2,7,val,1,PM,0.57177734375
4,ecnn2,7,val,2,AM,0.460205078125
4,ecnn2,7,val,2,PM,0.5517578125
